"FID_","ID_final","Aedes.aegypti","Aedes.albopictus","Aedes.atropalpus","Aedes.dupreei","Aedes.infirmatus","Aedes.sollicitans","Aedes.taeniorhynchus","Aedes.tortilis","Aedes.triseriatus","Aedes.vexans.sensu.lato","Anopheles.albimanus","Anopheles.atropos","Anopheles.barberi","Anopheles.perplexens","Anopheles.punctipennis","Anopheles.quadrimaculatus","Coquillettidia.perturbans","Culex.coronator","Culex.erraticus","Culex.iolambdis","Culex.nigripalpus","Culex.quinquefasciatus","Culex.restuans","Culex.salinarius","Culex.tarsalis","Culex.territans","Culiseta.inornata","Culiseta.melanura","Mansonia.dyari","Mansonia.titillans","Orthopodomyia.alba","Psorophora.ciliata","Psorophora.columbiae","Psorophora.cyanescens","Psorophora.ferox","Psorophora.horrida","Psorophora.howardii","Uranotaenia.lowii","Uranotaenia.sapphirina","Wyeomyia.mitchellii","Wyeomyia.vanduzeei","Anopheles.crucians.complex2","Aedes.atlanticus.tormentor.morphological.group2","Aedes.mathesoni.complex2","Aedes.fulvus2","pland_1","pland_2","pland_13","pland_15","pland_16","year","Long_final","Lat_final"
113,"s2",0.065420561,1.046728972,NA,0,15.26168224,0.897196262,1135.682243,0,0,0.252336449,0,0,0,0,0,15.59813084,2.448598131,0.700934579,21.1682243,0,1672.130841,0,0,0,0,0,0,0,15.6635514,34.42990654,0,0.476635514,120.2990654,0,1.299065421,0,0,0.093457944,0,0,0,161.0186916,0.355140187,0,0,11.11111111,23.17460317,28.25396825,1.904761905,18.41269841,2016,-82.535,27.616
115,"s3",0,0,NA,0,35.41441441,0,579.7387387,0,0.009009009,0.576576577,0,0.081081081,0,0,0,8.234234234,0.792792793,1.036036036,74.35135135,0.09009009,1200.468468,0,0,0.027027027,0,0,0,0.036036036,9,6.783783784,0,0.90990991,202.0900901,0,2.567567568,0,0.027027027,2.315315315,3.072072072,0,0,61.03603604,0.441441441,0,0.027027027,0.949367089,18.03797468,27.53164557,3.797468354,8.544303797,2016,-82.497,27.628
117,"s4",0,0,NA,0,0.076923077,0,57.11538462,0,0,0.538461538,0,0,0,0,0,3.423076923,0,5.038461538,20.76923077,0,325.6153846,0,0,0,0,0,0,0,0,5.346153846,0,0.692307692,115.0384615,0.076923077,0.153846154,0,0,0.730769231,0,0,0,5.307692308,0,0,0,0.320512821,8.653846154,21.79487179,4.487179487,11.21794872,2016,-82.417,27.639
120,"s1",0,0,NA,0,14.4122807,2.140350877,1494.166667,0,0.166666667,0.175438596,0,9.578947368,0,0,0,4.929824561,0,0.271929825,70.53508772,0,3425.666667,0,0,0,0,0,0,0,1.377192982,0.973684211,0,0.00877193,22.50877193,0,0,0,0,2.5,0,0,0,57.31578947,0.745614035,0,0,43.03797468,10.12658228,14.24050633,2.53164557,17.72151899,2016,-82.553,27.64
1,"s60",0,0,0,NA,0.052631579,0,0.052631579,NA,0,0.052631579,NA,NA,NA,NA,0,0.368421053,0.052631579,2,10.84210526,0,1171.421053,0,0,0,0,0,0,0,0,0.684210526,NA,13,604.6315789,0,0,NA,0,0,0.105263158,0,0,37.89473684,0,0,0,0.316455696,0,7.278481013,9.17721519,16.4556962,2017,-82.1165,27.273
3,"s59",0,0,0,NA,4.473684211,0,1.368421053,NA,0,0,NA,NA,NA,NA,0,22.15789474,0,10.05263158,30.31578947,0,1404.105263,0,0,0,0,0,0,0,1.842105263,9.736842105,NA,2.736842105,417.6315789,0,1.263157895,NA,0,0.315789474,0,0,0,20.42105263,0,0,0,0.641025641,0,3.525641026,6.730769231,32.37179487,2017,-82.23,27.287
5,"s58",0.258823529,0.635294118,0,NA,8.670588235,0,0.094117647,NA,0.082352941,0.717647059,NA,NA,NA,NA,0,5.105882353,0.870588235,6.317647059,29.41176471,0,3626.529412,0.047058824,0.4,0,0,0,0,0,3.776470588,15.18823529,NA,0.117647059,202.1647059,0,1.341176471,NA,0,1.058823529,0.011764706,0,0,5.882352941,0,0,0,0.955414013,12.7388535,14.01273885,12.42038217,14.64968153,2017,-82.2435,27.3471
7,"s57",0.060240964,0.554216867,0.144578313,NA,3.192771084,0,0.036144578,NA,0.144578313,0.542168675,NA,NA,NA,NA,0,1.144578313,0.590361446,15.44578313,9.554216867,0,2198.710843,0.012048193,0.012048193,0,0,0,0.012048193,2.43373494,0.024096386,0.469879518,NA,1.204819277,275.8433735,0,1.060240964,NA,0.012048193,0.385542169,0,0,0,18.80722892,0,0,0,0.318471338,1.910828025,5.732484076,5.414012739,14.01273885,2017,-82.158,27.35
10,"s53",0.047619048,5.761904762,0,NA,1.047619048,0,0.571428571,NA,0,0,NA,NA,NA,NA,0,1.428571429,0,0.761904762,2.619047619,0,1962.047619,0,0,0,0,0,0,0.095238095,0.333333333,0.19047619,NA,0,4.666666667,0,0.333333333,NA,0,0.095238095,0.142857143,1.333333333,0,16.85714286,0,0,0,1.26984127,96.82539683,0,0.317460317,0,2017,-82.504,27.407
12,"s54",0,0.208333333,0,NA,2.166666667,0,0.041666667,NA,0,0,NA,NA,NA,NA,0,2.583333333,0,3.583333333,9.958333333,0,1095.583333,0,0,0,0,0,0,0,0,0,NA,0.291666667,181,0,2.458333333,NA,0,0.75,0,0,0,15.41666667,0,0,0,0,2.572347267,5.466237942,3.215434084,16.72025723,2017,-82.304,27.408
14,"s56",0.217391304,0,0,NA,2.739130435,0,0,NA,0,0,NA,NA,NA,NA,0,0.217391304,0,2.086956522,4.826086957,0,1399.956522,0,0,0,0,0,0,0,0,0.130434783,NA,0.608695652,125.3913043,0,1.130434783,NA,0,0.086956522,0.217391304,0,0,21.73913043,0,0,0,0.638977636,1.916932907,7.348242812,8.626198083,15.33546326,2017,-82.2603,27.4081
16,"s55",0,0.03125,0,NA,0.09375,0,3.453125,NA,0,0.5,NA,NA,NA,NA,0,0.046875,0,0.71875,3.078125,0,969.765625,0.015625,0.03125,0,0,0,0,0,0.046875,0.234375,NA,0.921875,213.421875,0,1.875,NA,0.015625,0.46875,0.015625,0,0,6.9375,0,0,0,0,3.174603175,8.888888889,3.174603175,13.65079365,2017,-82.2876,27.4122
18,"s44",0,0,0,NA,3.6,0,0.64,NA,0,0,NA,NA,NA,NA,0,2.72,0,1.8,7.56,0,1073.28,0,0,0,0,0,0,0,0.16,1.52,NA,0.04,25.64,0,2.44,NA,0,0,0,0,0,14.4,0,0,0,2.848101266,56.01265823,0.949367089,3.797468354,6.962025316,2017,-82.4262,27.4195
20,"s47",0.92,0.36,0,NA,1.08,0,4.84,NA,0.04,0.08,NA,NA,NA,NA,0,5.76,0.48,0.24,137.96,0,1087.24,0,0,0,0,0,0,0,3.8,2.64,NA,0.08,18.76,0,0.08,NA,0,0.16,0.12,0,0,73.96,0,0,0,5.431309904,89.45686901,0,0.958466454,1.916932907,2017,-82.48,27.42
23,"s49",0.045454545,0.227272727,0,NA,0.227272727,0,0.227272727,NA,0,0.136363636,NA,NA,NA,NA,0,0.636363636,0.318181818,1.363636364,7.318181818,0,676.9090909,0,0,0,0.227272727,0,0,0,1.636363636,0.954545455,NA,0.136363636,33.18181818,0,0.045454545,NA,0.136363636,0,0,0,0,8.090909091,0,0,0,0.634920635,96.19047619,0,0.634920635,0,2017,-82.525,27.427
24,"s42",0,0,0,NA,2.2,0,0.05,NA,0,0,NA,NA,NA,NA,0,0.15,0,3.6,13.05,0,1043.95,0,0,0,0,0,0,0,0.1,0.45,NA,0.1,48.9,0,0.3,NA,0.15,0.65,0.05,0,0,28.25,0,0,0,0,14.42307692,20.51282051,2.243589744,11.21794872,2017,-82.377,27.427
26,"s40",0,0.083333333,0,NA,7.041666667,0,0,NA,0.458333333,0.041666667,NA,NA,NA,NA,0,0.125,0.541666667,1.5,9.875,0,1730.791667,0.041666667,0,0,0,0,0,2.375,0,3.083333333,NA,0.125,127.5833333,0,0.041666667,NA,0.041666667,3.125,0,0,0,60.33333333,0,0,0,0,7.073954984,6.752411576,4.180064309,21.22186495,2017,-82.133,27.427
28,"s43",0,0,0,NA,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,0,119,0,0,3463,0,0,0,0,0,0,0,0,0,NA,0,179,0,0,NA,0,0,0,0,0,0,0,0,0,1.607717042,18.32797428,11.89710611,2.893890675,13.50482315,2017,-82.3911,27.4358
31,"s46",0,0.090909091,0,NA,0.636363636,0,0.090909091,NA,0,0,NA,NA,NA,NA,0,0.954545455,0.181818182,5.409090909,10.36363636,0,1309.045455,0,0,0,0,0,0,0,0.136363636,0.5,NA,0.136363636,24.95454545,0,0.318181818,NA,0.409090909,0,0,0,0,49.72727273,0,0,0,2.229299363,67.19745223,0.318471338,5.732484076,4.140127389,2017,-82.439,27.439
32,"s50",1.227272727,0.590909091,0,NA,0.045454545,0,0.136363636,NA,0,0.045454545,NA,NA,NA,NA,0,0.090909091,0.045454545,1,0.227272727,0,273.2727273,0.590909091,0,0,0,0,0,0,0,0.090909091,NA,0,1.227272727,0,0.045454545,NA,0,0,0.045454545,0,0,0.681818182,0,0,0,1.587301587,97.14285714,0,0.317460317,0,2017,-82.5489,27.4394
36,"s51",0.238095238,0.952380952,0,NA,49.23809524,0,50.76190476,NA,0,0,NA,NA,NA,NA,0,0,0,0,13.71428571,0,2320.619048,0,0,0,0,0,0,0,0,0.047619048,NA,0,9.19047619,0,8.904761905,NA,0.571428571,0.428571429,0,0,0,60.85714286,0,0,0,12.17948718,79.80769231,0,0.641025641,2.884615385,2017,-82.6205,27.4472
40,"s41",0.012195122,0.414634146,0,NA,2.56097561,0,0.012195122,NA,0.37804878,0,NA,NA,NA,NA,0,0.280487805,0.182926829,5.56097561,14.3902439,0,1133.780488,0.097560976,0,0,0,0,0,0,0.134146341,3.573170732,NA,0.146341463,124.8170732,0,2.804878049,NA,0.012195122,0.414634146,0.048780488,0,0,12.90243902,0.048780488,0,0,8.917197452,4.140127389,29.61783439,2.547770701,12.10191083,2017,-82.304,27.464
42,"s52",29.31818182,1.136363636,0,NA,0.181818182,0,32.68181818,NA,0,0.045454545,NA,NA,NA,NA,0,0.136363636,0,0,0.136363636,0,36.13636364,0.181818182,0,0,0,0,0,0,0,0,NA,0,3.590909091,0,0.090909091,NA,0,0.045454545,0,0,0,0.136363636,0,0,0,68.86792453,18.86792453,0.314465409,2.51572327,5.34591195,2017,-82.6843,27.4685
44,"s32",0.375,0.75,0,NA,22.9375,0,7.125,NA,0,7.125,NA,NA,NA,NA,0,1.0625,0,21.9375,2.5625,0,2967.0625,0,0,0,0,0,0,0,1.8125,0.1875,NA,0.1875,16.375,0,4.9375,NA,0.1875,0.5625,0,0,0,15.4375,0,0,0,5.063291139,93.03797468,0,0.316455696,0.632911392,2017,-82.524,27.47
46,"s39",0,0,0,NA,4.048192771,0.012048193,1.771084337,NA,0,0,NA,NA,NA,NA,0,0.277108434,1.325301205,2.481927711,42.37349398,0,2280.46988,1.337349398,0,0,0,0,0,0.385542169,0.144578313,9.469879518,NA,0.638554217,557.6987952,0,0.373493976,NA,0.012048193,0.903614458,0.012048193,0,0,76.54216867,0,0,0,0.949367089,9.810126582,25.3164557,8.544303797,12.02531646,2017,-82.17,27.471
49,"s36",0,0,0,NA,2.238095238,0,0.047619048,NA,0,0,NA,NA,NA,NA,0,0.047619048,0,3.571428571,8.476190476,0,2277.047619,0,0,0,0,0,0,0,0,1.285714286,NA,0.952380952,636,0,0,NA,0,0,0,0,0,11.38095238,0,0,0,17.94871795,3.525641026,21.79487179,2.243589744,10.25641026,2017,-82.324,27.475
50,"s30",3.681818182,0,0,NA,0,0,0.272727273,NA,0,0.045454545,NA,NA,NA,NA,0,0.272727273,0,0.181818182,0.318181818,0,43.18181818,0.318181818,0.045454545,0,0,0,0,0,0,0.090909091,NA,0,1,0,0,NA,0,0,0,0,0,0.590909091,0,0,0,1.265822785,98.73417722,0,0,0,2017,-82.5513,27.4751
54,"s33",1.407407407,14.03703704,0,NA,18.92592593,0,82.33333333,NA,0.074074074,0.037037037,NA,NA,NA,NA,0,4.148148148,0.037037037,8,19.7037037,0,6011.555556,4.703703704,0,0,0,0,0,0,2.888888889,3.666666667,NA,3.222222222,42.55555556,0,20.40740741,NA,3.259259259,0.444444444,0,0,0,11.85185185,0,0,0,8.064516129,83.5483871,0,0.967741935,1.290322581,2017,-82.4804,27.4813
56,"s34",0.041666667,0.791666667,0,NA,9.291666667,0,5.75,NA,0,0,NA,NA,NA,NA,0,5.125,0.041666667,0.375,3.75,0,1175.25,0,0,0,0,0,0,0,0.5,0.25,NA,0.083333333,56.375,0,0.416666667,NA,0,0.166666667,0,0,0,22.95833333,0,0,0,2.201257862,29.55974843,5.974842767,5.660377358,15.40880503,2017,-82.402,27.485
58,"s29",2.5,0,0,NA,0,0,8.545454545,NA,0,0.136363636,NA,NA,NA,NA,0,0,0,0.227272727,0.045454545,0,24.13636364,0.090909091,0,0,0,0,0.045454545,0,0,0,NA,0,0.590909091,0,0,NA,0,0,0,0,0,0.136363636,0,0,0,18.61198738,81.07255521,0,0,0,2017,-82.592,27.489
60,"s35",0,0,0,NA,0.035714286,0,0.321428571,NA,0,0,NA,NA,NA,NA,0,0,3.964285714,2.785714286,6.464285714,0,1282.071429,0,0,0,0,0,0,0,0,4.214285714,NA,1.928571429,372.8928571,0,0,NA,0,0.035714286,0,0,0,23.57142857,0,0,0,12.5,11.21794872,9.615384615,3.205128205,16.98717949,2017,-82.3617,27.4894
63,"s38",0,0,0.565217391,NA,15.34782609,0,0.086956522,NA,0,13.82608696,NA,NA,NA,NA,0,4.391304348,0.47826087,1.043478261,58.2173913,0,4468.130435,0,0,0,0,0,0,0,0.608695652,55.56521739,NA,1.260869565,376.6521739,0.043478261,0.652173913,NA,0.043478261,0,0,0,0,145.826087,0,0,0,9.904153355,0.958466454,25.55910543,1.277955272,4.792332268,2017,-82.3086,27.4967
66,"s26",0.545454545,0,0.045454545,NA,2.454545455,0,212.7727273,NA,0.090909091,0,NA,NA,NA,NA,0,0.181818182,0,0.090909091,0.045454545,0,245.3181818,0,0,0,0,0,0,0,0,0,NA,0.045454545,37.18181818,0,0,NA,0,0.045454545,0,0,0,6.090909091,0,0,0,35.57692308,46.15384615,0,0.320512821,13.46153846,2017,-82.6574,27.5031
68,"s27",0,0,3.130434783,NA,0,1.217391304,279.5217391,NA,0,0.695652174,NA,NA,NA,NA,0,13.56521739,0,0.260869565,7.826086957,0,279.5652174,0,0,0,0,0,0,0,0,0,NA,0,13.86956522,0,0,NA,0,0,0,0,0,3.086956522,0,0,0,67.50788644,13.88012618,0,0.630914826,13.24921136,2017,-82.6835,27.5111
70,"s25",0,0,0,NA,0,0,33.63636364,NA,0,0,NA,NA,NA,NA,0,4.909090909,0.590909091,10.09090909,18.04545455,0,615.6363636,0,0.590909091,0,0,0,0,0,1.272727273,1.727272727,NA,0.136363636,232.7727273,0,3.363636364,NA,0,0,0,0,0,6.272727273,0,0,0,9.935897436,27.88461538,8.333333333,10.25641026,15.70512821,2017,-82.432,27.513
71,"s23",1.75,2.1,0,NA,0,0,36,NA,0,0.05,NA,NA,NA,NA,0,1.4,0,6.55,3.95,0,494.95,0.05,0,0,0,0,0,0,5.85,2.25,NA,0,13.05,0,0.35,NA,0,0.05,0,0,0,36.55,0,0,0,32.80757098,61.51419558,0,0.94637224,0,2017,-82.538,27.516
74,"s21",1.210526316,0.421052632,0,NA,0.210526316,0,20.68421053,NA,0.210526316,0.473684211,NA,NA,NA,NA,0,0.263157895,0,15.21052632,9.421052632,0,158.1052632,0.105263158,0,0,0,0,0,0,0,0,NA,0.210526316,34.68421053,0,0,NA,0,0.052631579,0,0,0,1.578947368,0,0,0,40.50632911,55.69620253,0,0.949367089,0.316455696,2017,-82.588,27.529
78,"s20",0,0,0.095238095,NA,0.095238095,0,101.4761905,NA,0.047619048,0,NA,NA,NA,NA,0,0.380952381,0,0.238095238,1.714285714,0,374.1428571,0,0,0,0,0,0.047619048,0,0.380952381,1.571428571,NA,0,50.04761905,0.047619048,0.142857143,NA,0.238095238,0.285714286,0,0,0,1.904761905,0,0,0,71.11111111,20,0,0.317460317,6.984126984,2017,-82.6282,27.532
81,"s61",0.571428571,0,0,NA,0,0,3.857142857,NA,0,0.095238095,NA,NA,NA,NA,0,0.095238095,0,1.095238095,0.666666667,0,38,0,0,0,0,0,0,0,0.047619048,0,NA,0,11.14285714,0.095238095,0,NA,0,0,0,0,0,1.714285714,0,0,0,4.761904762,86.98412698,0,1.904761905,0.952380952,2017,-82.5657,27.5333
82,"s18",0,0,0,NA,1.526315789,0,0.263157895,NA,0.052631579,0,NA,NA,NA,NA,0,0,0,14.31578947,18.10526316,0,1070.315789,0,0,0,0,0,0,0.210526316,0,0.421052632,NA,0.526315789,94.15789474,0,0.842105263,NA,0.157894737,0.789473684,0.947368421,0,0,25.15789474,0,0,0,0,0.317460317,32.6984127,1.904761905,6.031746032,2017,-82.353,27.549
84,"s19",0,0.173913043,0.043478261,NA,6.260869565,0,119.6956522,NA,0,0,NA,NA,NA,NA,0,3.956521739,0,16.26086957,24.52173913,0,2987,0,0,0,0,0,0,0,2.956521739,1.260869565,NA,6.391304348,15.39130435,0,34.47826087,NA,0.130434783,4.304347826,0,0,0,23.43478261,0,0,0,3.164556962,75.94936709,0.316455696,3.481012658,4.113924051,2017,-82.546,27.554
86,"s13",0.043478261,0,0,NA,6.434782609,0,47.17391304,NA,0,0.086956522,NA,NA,NA,NA,0,9.217391304,0.043478261,4.086956522,93.52173913,0,1710.217391,0,0,0,0,0,0,0,4.608695652,2.913043478,NA,0.043478261,38.2173913,0,6.565217391,NA,1.434782609,0.695652174,2.391304348,0,0,82.17391304,0,0,0,2.236421725,39.93610224,11.82108626,4.47284345,22.68370607,2017,-82.4803,27.565
88,"s14",0.025974026,0.38961039,0,NA,4.61038961,0,7.246753247,NA,0,0,NA,NA,NA,NA,0,2.168831169,0.064935065,0.805194805,25.54545455,0,3611.844156,0,0.012987013,0,0,0,0.012987013,0,0.038961039,0.545454545,NA,0.480519481,58.25974026,0,11.68831169,NA,0.051948052,0.298701299,0.038961039,0,0,18.84415584,0,0,0,0.317460317,24.44444444,24.44444444,2.857142857,14.28571429,2017,-82.425,27.565
90,"s10",1.105263158,0,4.157894737,NA,0,0,116.4736842,NA,0,0,NA,NA,NA,NA,0,1.947368421,0,0,1.947368421,0,182.7368421,0,0,0,0,0,0,0,0,0,NA,0,48.05263158,0.052631579,0.052631579,NA,0,0,0,0,0,1.894736842,0,0,0,57.6433121,7.324840764,0.636942675,1.910828025,20.06369427,2017,-82.5932,27.5695
92,"s17",0,2.263157895,0,NA,28.57894737,0,28.57894737,NA,0,0.315789474,NA,NA,NA,NA,0,1.947368421,0,0.421052632,32.31578947,0,4274.631579,0,0,0,0,0,0,0,3.578947368,12.42105263,NA,16.73684211,501.8947368,0,0.052631579,NA,0,0,0,0,0,118.5263158,0,0,0,0.320512821,0.320512821,18.58974359,4.807692308,21.15384615,2017,-82.1378,27.5709
94,"s11",0.05,0.65,0.1,NA,1.5,0,31.55,NA,0,0,NA,NA,NA,NA,0,1.55,0,9.2,1.95,0,1899.75,0,0,0,0,0,0,0,0,0.3,NA,0.05,25.9,0,11.15,NA,0,0.1,0,0,0,3.6,0,0,0,3.215434084,41.47909968,9.003215434,4.501607717,23.79421222,2017,-82.504,27.574
96,"s15",0.085714286,1.285714286,0,NA,72,0,8.771428571,NA,10.31428571,0,NA,NA,NA,NA,0,4.142857143,0,2.685714286,58.31428571,0,8341.4,0.057142857,0,0,0,0,0,0,0.085714286,0.171428571,NA,1.371428571,63.31428571,0,107.6857143,NA,1.285714286,0.571428571,0.914285714,0,0,132.9714286,0,0,0,0,13.37579618,26.11464968,4.140127389,19.42675159,2017,-82.42,27.575
98,"s16",0,0,0,NA,1.526315789,0,0.263157895,NA,0.052631579,0,NA,NA,NA,NA,0,0,0,14.31578947,18.10526316,0,1070.315789,0,0,0,0,0,0,0.210526316,0,0.421052632,NA,0.526315789,94.15789474,0,0.842105263,NA,0.157894737,0.789473684,0.947368421,0,0,25.15789474,0,0,0,0,0,21.58730159,4.126984127,16.50793651,2017,-82.3548,27.5776
99,"s12",0,0,0.068965517,NA,5.068965517,0,73.65517241,NA,0,2.775862069,NA,NA,NA,NA,0,4.965517241,2.293103448,4.655172414,146.7413793,0,2046.689655,0,0,0,0,0,0,0,8.379310345,10.67241379,NA,0.120689655,72.70689655,0,7.568965517,NA,0.017241379,2.172413793,1.189655172,0,0,122.4827586,0,0,0,3.797468354,27.53164557,23.41772152,4.113924051,24.36708861,2017,-82.484,27.578
102,"s9",0.481012658,0.962025316,0,NA,3.291139241,0,520.5189873,NA,0.088607595,1.265822785,NA,NA,NA,NA,0,2.227848101,0,0.227848101,19.72151899,0,540.7974684,0.012658228,0.050632911,0,0,0,0,0,0.075949367,0.582278481,NA,0.063291139,18.79746835,0,11.44303797,NA,0.278481013,0.455696203,0.025316456,0,0,20.24050633,0,0,0,15.09433962,33.64779874,5.974842767,1.257861635,25.78616352,2017,-82.548,27.5909
104,"s7",0,0,0,NA,3.45,0,0.1,NA,0,0.25,NA,NA,NA,NA,0,0.85,0.1,3.1,30.55,0,271.3,0,0,0,0,0,0,0,0.25,17.95,NA,1.3,380.75,0,0,NA,0,0,0,0,0,40.85,0,0,0,0,8.860759494,17.72151899,0.949367089,15.50632911,2017,-82.2,27.591
106,"s8",0.736842105,0.631578947,0,NA,3.342105263,0,374.2894737,NA,0.013157895,0,NA,NA,NA,NA,0,3.723684211,0.605263158,0.315789474,9.842105263,0,827.2236842,0,0,0,0,0,0,0,1.223684211,4.026315789,NA,0.328947368,49.48684211,0,0.407894737,NA,0.013157895,0.223684211,0,0,0,5.197368421,0,0,0,9.17721519,38.92405063,17.08860759,0.316455696,19.62025316,2017,-82.536,27.603
107,"s5",0,0,0,NA,5.2,0,3.75,NA,0,0,NA,NA,NA,NA,0,66.65,2.1,6.75,171.5,0,4225.2,0,0,0,0,0,0,0,32.05,49.35,NA,11.3,470.55,0,0.2,NA,0.15,2.7,0.55,0,0,394.2,0,0,0,0.316455696,1.582278481,21.20253165,12.65822785,11.07594937,2017,-82.098,27.603
110,"s6",0,0,0,NA,36.90909091,0,0.772727273,NA,0.045454545,0,NA,NA,NA,NA,0,41.68181818,3.772727273,0,474.0454545,0,5356.909091,0,0,0,0,0,0,0,14.86363636,194.2727273,NA,12.77272727,1381.818182,0,0,NA,2.090909091,2.363636364,0,0,0,1352.954545,0,0,0.136363636,0,0,19.24290221,5.678233438,20.82018927,2017,-82.124,27.613
113,"s2",0,0.012195122,0.804878049,NA,5.292682927,0,628.2682927,NA,0,2.243902439,NA,NA,NA,NA,0,12.13414634,0.170731707,1.792682927,46.97560976,0,1624.097561,0,0,0,0,0,0,0,14.73170732,16.86585366,NA,0.536585366,128.7195122,0,4.634146341,NA,0.097560976,0,0,0,0,107.097561,0,0,0,11.11111111,26.98412698,25.3968254,1.904761905,18.0952381,2017,-82.535,27.616
115,"s3",0,0,0,NA,10.78481013,0,264.6835443,NA,0,1.341772152,NA,NA,NA,NA,0,3.139240506,0.037974684,2.291139241,96.6835443,0,2194.189873,0,0,0,0,0,0,0,10.44303797,15.94936709,NA,14.92405063,784.8101266,0,14.53164557,NA,1.392405063,1.949367089,0.962025316,0,0,71.6835443,0,0,0.037974684,0.949367089,22.15189873,27.21518987,3.797468354,8.544303797,2017,-82.497,27.628
117,"s4",0,0,0,NA,0.681818182,0,26.04545455,NA,0,0,NA,NA,NA,NA,0,0.727272727,0,1.454545455,11.81818182,0,1277.772727,0,0,0,0,0,0,0,0,0.954545455,NA,4.409090909,746.6818182,0,0,NA,0,0,0,0,0,27,0,0,0,0.320512821,10.57692308,21.47435897,4.487179487,11.21794872,2017,-82.417,27.639
