"FID_","ID_final","Aedes.aegypti","Aedes.albopictus","Aedes.atropalpus","Aedes.dupreei","Aedes.infirmatus","Aedes.sollicitans","Aedes.taeniorhynchus","Aedes.tortilis","Aedes.triseriatus","Aedes.vexans.sensu.lato","Anopheles.albimanus","Anopheles.atropos","Anopheles.barberi","Anopheles.perplexens","Anopheles.punctipennis","Anopheles.quadrimaculatus","Coquillettidia.perturbans","Culex.coronator","Culex.erraticus","Culex.iolambdis","Culex.nigripalpus","Culex.quinquefasciatus","Culex.restuans","Culex.salinarius","Culex.tarsalis","Culex.territans","Culiseta.inornata","Culiseta.melanura","Mansonia.dyari","Mansonia.titillans","Orthopodomyia.alba","Psorophora.ciliata","Psorophora.columbiae","Psorophora.cyanescens","Psorophora.ferox","Psorophora.horrida","Psorophora.howardii","Uranotaenia.lowii","Uranotaenia.sapphirina","Wyeomyia.mitchellii","Wyeomyia.vanduzeei","Anopheles.crucians.complex2","Aedes.atlanticus.tormentor.morphological.group2","Aedes.mathesoni.complex2","Aedes.fulvus2","pland_1","pland_2","pland_13","pland_15","pland_16","year","Long_final","Lat_final"
120,"s1",0.05,0.0125,2.375,NA,3.5625,0,913.35,NA,0,0,NA,NA,NA,NA,0,2.725,0,1.1875,44.7375,0,1862.95,0,0,0,0,0,0,0,0.5375,1.1875,NA,0.0875,39.85,0,1.8,NA,0.0125,0.675,0.2125,0,0,24.5875,0,0,0,43.03797468,10.12658228,14.24050633,2.53164557,17.72151899,2017,-82.553,27.64
1,"s60",0,0.055555556,0,NA,0,0,0.055555556,NA,0,0.055555556,NA,NA,NA,NA,NA,0.055555556,0.055555556,0.777777778,23.72222222,0.111111111,618.4444444,0,NA,0,NA,0,0,0,0.222222222,1.666666667,NA,0.166666667,176.2777778,0,1.666666667,NA,0,12.77777778,0.055555556,0,0,55.61111111,0,0,0,0.316455696,0,7.278481013,9.17721519,16.4556962,2019,-82.1165,27.273
3,"s59",0,0,0,NA,0,0,0,NA,0,0,NA,NA,NA,NA,NA,0.4,1.35,2.5,27.9,0,738.5,0,NA,0,NA,0,0,0.15,1.85,21.05,NA,8.2,185.05,0,1.15,NA,0,0.2,0,0,0,23.15,0,0,0,0.641025641,0,3.525641026,6.730769231,32.37179487,2019,-82.23,27.287
5,"s58",1.361445783,4.831325301,0,NA,2.120481928,0.048192771,0.228915663,NA,0.734939759,1.698795181,NA,NA,NA,NA,NA,2.506024096,1.626506024,4.626506024,58.31325301,0.795180723,2674.012048,0,NA,0,NA,0,0,1.048192771,2.578313253,24.28915663,NA,0.096385542,139.4337349,0,2.469879518,NA,0.012048193,0.590361446,0,0,0,18.93975904,0.554216867,0,0,0.955414013,12.7388535,14.01273885,12.42038217,14.64968153,2019,-82.2435,27.3471
7,"s57",0.0875,0.2625,0,NA,0.7,0,0.1,NA,0.125,0,NA,NA,NA,NA,NA,2.2625,0.025,1.3875,16.975,0,858.85,0.5,NA,0,NA,0.075,0,0.275,0.9625,2.8,NA,0.175,198.65,0,0.15,NA,0.1,0.3875,0,0,0,19.2625,0,0,0.0125,0.318471338,1.910828025,5.732484076,5.414012739,14.01273885,2019,-82.158,27.35
10,"s53",0.15,1.45,0,NA,4.95,0,2.6,NA,0.65,0.1,NA,NA,NA,NA,NA,2.05,0.1,6.7,16.85,0.15,377.85,0.1,NA,0,NA,0,0,0.7,0.5,0.65,NA,0,0.65,0,2.15,NA,0,0.2,0,6.05,0,16.95,0.3,0,0,1.26984127,96.82539683,0,0.317460317,0,2019,-82.504,27.407
12,"s54",0,1.15,0,NA,0,0,0.15,NA,0.35,0,NA,NA,NA,NA,NA,0.05,0,0.6,4.75,0,532.9,0,NA,0,NA,0,0,0,0.05,0.9,NA,0.35,172.3,0,0.15,NA,0,0.25,0,0,0,15,0,0,0,0,2.572347267,5.466237942,3.215434084,16.72025723,2019,-82.304,27.408
14,"s56",0,0,0,NA,0.052631579,0,0,NA,0.052631579,0,NA,NA,NA,NA,NA,0.684210526,0,2.789473684,15.52631579,0,497.3157895,0,NA,0,NA,0,0,0,0,1.526315789,NA,0.842105263,178.3684211,0,0,NA,0,0.157894737,0,0,0,23.63157895,0,0,0,0.638977636,1.916932907,7.348242812,8.626198083,15.33546326,2019,-82.2603,27.4081
16,"s55",0.0125,0.075,0,NA,0.125,0,0.0375,NA,0,0,NA,NA,NA,NA,NA,0.0875,0,0.5,2.7125,0.1,154.3625,0.125,NA,0,NA,0,0,0,0.025,0.8,NA,0.1875,69.6,0,0,NA,0.0125,0.1625,0.0125,0,0,11.1375,0,0,0,0,3.174603175,8.888888889,3.174603175,13.65079365,2019,-82.2876,27.4122
18,"s44",0,0,0,NA,1.117647059,0,1.705882353,NA,0.235294118,0,NA,NA,NA,NA,NA,2.941176471,0.764705882,4.764705882,15.17647059,0,345.4705882,0,NA,0,NA,0,0,0,0.705882353,1.941176471,NA,0,4.705882353,0,0,NA,0,0,0,0,0,9.823529412,0,0,0,2.848101266,58.86075949,0.632911392,3.797468354,5.379746835,2019,-82.4262,27.4195
20,"s47",0,0.55,0,NA,0.7,0,5.2,NA,0,0.3,NA,NA,NA,NA,NA,5.55,4.15,3.7,164.55,0.25,346.8,0,NA,0,NA,0,0,0.1,8.4,21.85,NA,0,4.05,0,0,NA,0,0.25,0.65,0,0,68.9,0,0,0,5.431309904,90.09584665,0,0.958466454,1.597444089,2019,-82.48,27.42
23,"s49",0.166666667,0.777777778,0,NA,0.277777778,0,3.222222222,NA,0,0,NA,NA,NA,NA,NA,0.388888889,0.111111111,2.777777778,1.277777778,0.055555556,220.6666667,0.055555556,NA,0,NA,0,0,0,2.444444444,2.388888889,NA,0.055555556,3.833333333,0,0,NA,0,0,0,0,0,2.277777778,0,0,0,0.634920635,96.19047619,0,0.634920635,0,2019,-82.525,27.427
26,"s40",0,0.85,0,NA,1.9,0,3.6,NA,1.3,0.6,NA,NA,NA,NA,NA,6.4,0.2,0.1,11.9,0,485,3.7,NA,0,NA,0,0,1.85,1.25,12.5,NA,0.2,376.55,0,2.65,NA,0,1.1,0.1,0,0,42.25,1.85,0,1.85,0,7.073954984,6.752411576,4.180064309,21.22186495,2019,-82.133,27.427
28,"s43",0,1.842105263,0,NA,0,0,0.105263158,NA,0,0.578947368,NA,NA,NA,NA,NA,1.421052632,0,9.263157895,27.21052632,0,764.2105263,0,NA,0,NA,0,0.052631579,0,0.315789474,1.210526316,NA,0.052631579,43.21052632,0,0.631578947,NA,0.263157895,0.210526316,0,0,0,5.368421053,0,0,0,1.607717042,20.90032154,9.646302251,2.893890675,13.50482315,2019,-82.3911,27.4358
31,"s46",0,3,0,NA,1.888888889,0,2.722222222,NA,1.277777778,0.166666667,NA,NA,NA,NA,NA,5.055555556,0.166666667,9.055555556,4.111111111,0,379.8888889,0.055555556,NA,0,NA,0,0,0.222222222,0.166666667,1.055555556,NA,0,5.111111111,0,1.388888889,NA,0.333333333,0.111111111,0,0,0,26.38888889,0,0,0,2.229299363,67.51592357,0.318471338,5.732484076,3.821656051,2019,-82.439,27.439
32,"s50",1.7,0.15,0,NA,0.3,0,0.75,NA,0,0,NA,NA,NA,NA,NA,0.35,0,5.9,0.5,0,33.65,0.05,NA,0,NA,0,0,0,0.05,0.35,NA,0,0.8,0,0.05,NA,0,0,0,0,0,0.45,0,0,0,1.587301587,97.46031746,0,0.317460317,0,2019,-82.5489,27.4394
36,"s51",0,0,0,NA,2.526315789,0,47.36842105,NA,0,0,NA,NA,NA,NA,NA,0.421052632,0,1.473684211,9.526315789,0,1295.684211,2.578947368,NA,0,NA,0,0,0,0.157894737,0.684210526,NA,0,4.315789474,0,0.263157895,NA,0,1.631578947,0,0,0,322.4210526,0,0,0,12.17948718,81.08974359,0,0.641025641,2.243589744,2019,-82.6205,27.4472
40,"s41",0,0.342105263,0,NA,12.73684211,0.026315789,4.763157895,NA,0.328947368,0.776315789,NA,NA,NA,NA,NA,1.118421053,0,2.789473684,16.44736842,0.657894737,770.6973684,0.131578947,NA,0,NA,0,0,0,0.539473684,3.223684211,NA,0.355263158,105.25,0,30.38157895,NA,0.092105263,1.144736842,0.013157895,0,0,51.82894737,0,0,0,8.917197452,4.140127389,29.61783439,2.547770701,12.10191083,2019,-82.304,27.464
42,"s52",39.68421053,0,0,NA,0,0,73.78947368,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0.105263158,0,40.52631579,0.052631579,NA,0,NA,0,0,0,0,0,NA,0,0.421052632,0,0.421052632,NA,0,0,0,0,0,0.157894737,0,0,0,68.86792453,19.49685535,0,2.51572327,5.031446541,2019,-82.6843,27.4685
44,"s32",2.2,0.45,0,NA,5,0,6.15,NA,0.4,0,NA,NA,NA,NA,NA,0.45,0,3.5,0.25,0,221.1,0,NA,0,NA,0,0,0,0.05,1.35,NA,0,5.4,0,7.15,NA,0,0.95,0,0.45,0,9.95,0,0,0,5.063291139,93.03797468,0,0.316455696,0.632911392,2019,-82.524,27.47
46,"s39",0,0,0,NA,1.674698795,0,2.542168675,NA,0.385542169,0.698795181,NA,NA,NA,NA,NA,3.036144578,0.204819277,5.144578313,37.45783133,1.265060241,1112.180723,0.43373494,NA,0,NA,0,0,1.072289157,1.602409639,5.746987952,NA,5.012048193,285.2289157,0,1.084337349,NA,0.084337349,0.072289157,0,0,0,20.90361446,0,0,0,0.949367089,9.810126582,25.63291139,8.544303797,11.70886076,2019,-82.17,27.471
49,"s36",0,0.1,0,NA,0,0,5.7,NA,0,5.65,NA,NA,NA,NA,NA,0,0.05,0.75,5.5,0,1074.65,11.7,NA,0,NA,0,0,0,1.7,3.85,NA,0.6,336.05,0,0,NA,0.05,0,0,0,0,22.55,0,0,0,17.94871795,3.525641026,21.79487179,2.243589744,10.25641026,2019,-82.324,27.475
50,"s30",10.5,0,0,NA,0,0,0.611111111,NA,0,0,NA,NA,NA,NA,NA,0.055555556,0,2.277777778,0.666666667,0,86.33333333,0.055555556,NA,0,NA,0,0,0,0,0.166666667,NA,0,1.055555556,0,0,NA,0,0,0,0,0.111111111,1.944444444,0,0,0,1.265822785,98.73417722,0,0,0,2019,-82.5513,27.4751
54,"s33",0.0625,0.75,0,NA,2.1875,0,6.5625,NA,2.0625,5.8125,NA,NA,NA,NA,NA,0.375,0,34.625,34.875,1.0625,1264.4375,2.125,NA,0,NA,0,0,0,1.625,7.0625,NA,0,2.3125,0,16.125,NA,0,2.5,0,0.1875,0,59.375,0,0,0,8.064516129,84.51612903,0,0.967741935,1.290322581,2019,-82.4804,27.4813
56,"s34",0,2.05,0,NA,2.6,0,5.25,NA,0,0,NA,NA,NA,NA,NA,0.9,0.5,5.3,11.75,0,455.1,0.05,NA,0,NA,0,0,0.05,0.8,2.65,NA,0,16.75,0,2.85,NA,0,2.75,0.05,0,0,10.15,0,0,0,2.201257862,31.13207547,5.660377358,5.660377358,15.09433962,2019,-82.402,27.485
58,"s29",4.368421053,0,0,NA,0.052631579,0,2.421052632,NA,0,0,NA,NA,NA,NA,NA,0.052631579,0,0,0.052631579,0,5.157894737,0,NA,0,NA,0,0,0,0,0,NA,0,0.210526316,0,0,NA,0,0,0,0.052631579,0.052631579,0.105263158,0,0,0,18.61198738,81.07255521,0,0,0,2019,-82.592,27.489
60,"s35",0,0,0,NA,1.722222222,0,0.166666667,NA,0,0.055555556,NA,NA,NA,NA,NA,0.722222222,0.055555556,1.166666667,3.666666667,0,155.0555556,1.777777778,NA,0,NA,0,0,3.555555556,0.666666667,6.166666667,NA,0.055555556,32.55555556,0,0,NA,0,0.5,0.055555556,0,0,11.11111111,0,0,0,12.5,13.46153846,8.974358974,3.205128205,16.98717949,2019,-82.3617,27.4894
63,"s38",0,0.13559322,0.118644068,NA,7.474576271,0,6.762711864,NA,0.152542373,0.016949153,NA,NA,NA,NA,NA,13.74576271,4.06779661,1.593220339,47.40677966,0,1399.932203,7.762711864,NA,0,NA,0,0,0,10.88135593,88.71186441,NA,1,248.220339,0,4.305084746,NA,0.050847458,0,0,0,0,139.6949153,1.220338983,0,0,9.904153355,0.958466454,25.55910543,1.277955272,4.792332268,2019,-82.3086,27.4967
66,"s26",3.75,0,0,NA,0.1,0,337.85,NA,0,0,NA,NA,NA,NA,NA,3.2,0.2,0,0.5,0,176.9,0,NA,0,NA,0,0,0,0,0,NA,0,22.65,0,0,NA,0,0,0,0,0,1.6,0,0,0,35.57692308,47.75641026,0,0.320512821,12.5,2019,-82.6574,27.5031
68,"s27",0,0,11.7,NA,0.1,5.45,288.7,NA,0.3,0.25,NA,NA,NA,NA,NA,8.85,0,0,6.25,1.25,125.05,0,NA,0,NA,0,0,0,0,0,NA,0,16.95,0,0,NA,0,0.5,0,0,0,5.15,0,0,0,67.50788644,16.08832808,0,0.630914826,11.35646688,2019,-82.6835,27.5111
70,"s25",0,0.15,0,NA,0.8,0,35.9,NA,0,0,NA,NA,NA,NA,NA,2.1,0,3.35,7.9,0,116.35,0,NA,0,NA,0,0,0,4.15,3.6,NA,0,61.85,0,0,NA,0,0,0,0,0,3.75,0,0,0,9.935897436,30.12820513,6.41025641,10.25641026,15.38461538,2019,-82.432,27.513
71,"s23",1.05,1,0,NA,0.6,0,92.15,NA,0,0,NA,NA,NA,NA,NA,1.05,0.1,13.35,13.8,0.25,406.1,0.15,NA,0,NA,0,0,0,6.4,11.8,NA,0,32.75,0,0,NA,0,0,0,0,0,22.65,0,0,0,32.80757098,62.14511041,0,0.94637224,0,2019,-82.538,27.516
78,"s20",0.153846154,0,0,NA,0.430769231,0,66.38461538,NA,0.276923077,0,NA,NA,NA,NA,NA,0.461538462,0.015384615,0.015384615,1.6,0.076923077,179.3384615,0,NA,0,NA,0,0,0,1,6.984615385,NA,0,55.95384615,0,0,NA,0,1.153846154,0.076923077,0,0,2.984615385,0,0,0,71.11111111,20.31746032,0,0.317460317,6.666666667,2019,-82.6282,27.532
81,"s61",1.1,0.05,0,NA,0,0,1.65,NA,0,0.05,NA,NA,NA,NA,NA,0,0,0.7,0,0,7.6,0.05,NA,0,NA,0,0,0,0,0,NA,0,1.95,0,0,NA,0,0,0,0,0,0.95,0,0,0,4.761904762,87.61904762,0,1.904761905,0.952380952,2019,-82.5657,27.5333
82,"s18",0,0,0,NA,7.35,0,22,NA,0.3,0,NA,NA,NA,NA,NA,0.65,0,0.35,23.8,0,872.05,13.15,NA,0,NA,0,0,0,0,0.3,NA,0.05,213.15,0,2.6,NA,0,0.5,0,0,0,25.7,0,0,0,0,0.317460317,32.6984127,1.904761905,6.031746032,2019,-82.353,27.549
84,"s19",0,1.526315789,0,NA,8.947368421,0,57.10526316,NA,0.684210526,0,NA,NA,NA,NA,NA,11,0.210526316,14.78947368,15.15789474,0,366.6315789,0.789473684,NA,0,NA,0,0,0.157894737,1.368421053,2.315789474,NA,19.42105263,20.68421053,0,6.578947368,NA,0.157894737,1.210526316,0.526315789,0,0,25.15789474,0,0,0,3.164556962,78.16455696,0,3.164556962,3.481012658,2019,-82.546,27.554
86,"s13",0,0,0,NA,1.842105263,0,56.78947368,NA,0,0,NA,NA,NA,NA,NA,4.684210526,2.421052632,2.578947368,141.1052632,0,1052.736842,0.210526316,NA,0,NA,0,0,2.052631579,15.47368421,31.94736842,NA,0,6.736842105,0,3.473684211,NA,0,2.947368421,7.157894737,0,0,34.84210526,0,0,0,2.236421725,41.85303514,10.22364217,4.47284345,22.36421725,2019,-82.4803,27.565
88,"s14",0.097560976,0.548780488,0,NA,1.146341463,0,14.69512195,NA,0.024390244,0,NA,NA,NA,NA,NA,0.207317073,0.036585366,0.5,15.14634146,0,521.8536585,0.158536585,NA,0.012195122,NA,0,0.012195122,1.475609756,0.256097561,0.317073171,NA,0.073170732,51.54878049,0,3.243902439,NA,0.012195122,0.390243902,0.024390244,0,0,3.634146341,0,0,0.012195122,0.317460317,25.07936508,24.44444444,2.857142857,14.28571429,2019,-82.425,27.565
90,"s10",0.111111111,0,0.111111111,NA,0,0,29.66666667,NA,0.111111111,0,NA,NA,NA,NA,NA,0.055555556,0,0.055555556,0.5,0,10,0,NA,0,NA,0,0,0,0,0,NA,0,9.444444444,0,0,NA,0,0,0,0,0,0.555555556,0,0,0,57.6433121,7.643312102,0.636942675,1.910828025,19.74522293,2019,-82.5932,27.5695
92,"s17",0,0,0,NA,1.5,0,0.5,NA,0,2.5,NA,NA,NA,NA,NA,0.5,7.333333333,0.5,79.22222222,0.277777778,1165.111111,0,NA,0,NA,0,0,0,18.94444444,46.5,NA,0.722222222,170.5555556,0,0.055555556,NA,0,0,0,0,0,24.88888889,0,0,0,0.320512821,0.320512821,18.58974359,4.807692308,21.15384615,2019,-82.1378,27.5709
94,"s11",0,0.368421053,0,NA,1,0,72.84210526,NA,0,0,NA,NA,NA,NA,NA,1.736842105,0.157894737,15.26315789,10,0,1105.578947,0.105263158,NA,0,NA,0,0,0,0.315789474,0.210526316,NA,0,12.47368421,0,11.15789474,NA,0,1.368421053,0.105263158,0,0,2.947368421,0,0,0,3.215434084,43.72990354,6.752411576,4.501607717,23.79421222,2019,-82.504,27.574
96,"s15",0,1.261904762,0,NA,9.452380952,1.214285714,36.8452381,NA,1.511904762,0,NA,NA,NA,NA,NA,2.166666667,1.297619048,1.797619048,9.976190476,0.023809524,663.8214286,0,NA,0,NA,0,0,1.178571429,0.738095238,1.107142857,NA,0.404761905,26.36904762,0,17.42857143,NA,0.083333333,4.666666667,0.726190476,0,0.011904762,44.82142857,0,0,0.797619048,0,14.01273885,26.11464968,4.140127389,19.42675159,2019,-82.42,27.575
98,"s16",0,0,0,NA,7.35,0,22,NA,0.3,0,NA,NA,NA,NA,NA,0.65,0,0.35,23.8,0,872.05,13.15,NA,0,NA,0,0,0,0,0.3,NA,0.05,213.15,0,2.6,NA,0,0.5,0,0,0,25.7,0,0,0,0,0,21.58730159,4.126984127,16.50793651,2019,-82.3548,27.5776
99,"s12",0,0,0,NA,0.098360656,0,140.7868852,NA,0,0.163934426,NA,NA,NA,NA,NA,3.819672131,8.754098361,8.967213115,102.9508197,0.62295082,1019.016393,3.475409836,NA,0,NA,0,0,1.672131148,7.459016393,19.36065574,NA,0.196721311,31.29508197,0,0.672131148,NA,0,2.508196721,0.491803279,0,0,50.49180328,0,0,0,3.797468354,29.43037975,22.15189873,4.113924051,24.05063291,2019,-82.484,27.578
102,"s9",0.047619048,0.178571429,0,NA,0.30952381,0,512.4642857,NA,0.083333333,0,NA,NA,NA,NA,NA,4.416666667,0.285714286,0.94047619,26.61904762,0.511904762,395.1785714,0.154761905,NA,0,NA,0,0,0,0.583333333,1.464285714,NA,0,13.9047619,0,5.630952381,NA,0.071428571,0.952380952,0.130952381,0,0,63,0,0,0,15.09433962,34.59119497,5.34591195,1.257861635,25.47169811,2019,-82.548,27.5909
104,"s7",0,0,0,NA,0.210526316,0,0,NA,0,0,NA,NA,NA,NA,NA,0,0.157894737,0.052631579,13.15789474,0,30.78947368,0,NA,0,NA,0,0,0.526315789,0.210526316,2.894736842,NA,0.052631579,57.10526316,0,0,NA,0,0.210526316,0,0,0,8.263157895,0,0,0,0,8.860759494,17.72151899,0.949367089,15.50632911,2019,-82.2,27.591
106,"s8",0,0.421686747,0.012048193,NA,0.060240964,0.060240964,248.3012048,NA,0.096385542,0,NA,NA,NA,NA,NA,4.554216867,0.024096386,0.626506024,12.38554217,1.819277108,204.9638554,0,NA,0,NA,0,0,0,0.602409639,3.21686747,NA,10.4939759,17.06024096,0,0,NA,0.024096386,0.024096386,0,0,0,6.493975904,0,0,0,9.17721519,44.93670886,11.39240506,0.316455696,19.30379747,2019,-82.536,27.603
107,"s5",0,0,0,NA,3.315789474,0,0.894736842,NA,0,0,NA,NA,NA,NA,NA,21.26315789,27.21052632,5.210526316,154.2631579,1.578947368,649.2631579,0,NA,0.263157895,NA,0,0,0.789473684,10.31578947,115.4210526,NA,3.105263158,290.7894737,0,0.263157895,NA,0.263157895,0,0,0,0,221.3157895,0,0,0,0.316455696,1.582278481,21.20253165,12.65822785,11.07594937,2019,-82.098,27.603
110,"s6",0,0,0,NA,17.55555556,0,0,NA,3.388888889,0,NA,NA,NA,NA,NA,93.44444444,187.3333333,19.22222222,512.1666667,0.5,2006.944444,0,NA,0,NA,0,0,2.5,153.4444444,462.8888889,NA,22.88888889,346.0555556,0,0,NA,0,0,0,0,0,1701.666667,0,0,0,0,0,19.24290221,5.678233438,20.82018927,2019,-82.124,27.613
113,"s2",0,1.964285714,0,NA,0.154761905,0,625.4166667,NA,0,0.107142857,NA,NA,NA,NA,NA,10.78571429,1.30952381,2.511904762,57.42857143,0.345238095,837.0238095,0,NA,0,NA,0,0,0,17.47619048,20.85714286,NA,0.023809524,100.0238095,0.511904762,0.44047619,NA,0.702380952,1.154761905,0,0,0,31.52380952,0,0,0,11.11111111,33.01587302,19.68253968,1.904761905,17.77777778,2019,-82.535,27.616
115,"s3",0,0,0,NA,2.484848485,0.893939394,643.7878788,NA,0.303030303,3.46969697,NA,NA,NA,NA,NA,9.257575758,0.303030303,10.10606061,111.3030303,2.409090909,1627.121212,0.378787879,NA,0,NA,0,0,0.575757576,10.04545455,18.93939394,NA,0.378787879,646.8636364,0,0.878787879,NA,0.045454545,8.575757576,4.378787879,0,0,139.2272727,0,0,0,0.949367089,25,25.63291139,3.797468354,8.544303797,2019,-82.497,27.628
117,"s4",0,0,0,NA,0.210526316,0,143.8421053,NA,0,0,NA,NA,NA,NA,NA,0.210526316,0.052631579,3.157894737,8.789473684,0,406.7368421,0.157894737,NA,0,NA,0,0,0,0.473684211,3.526315789,NA,0.421052632,235.8947368,0,0.368421053,NA,0,0,0,0,0,10.47368421,0,0,0,0.320512821,10.8974359,21.47435897,4.487179487,11.21794872,2019,-82.417,27.639
120,"s1",0,0,0.180722892,NA,0.397590361,0,1052.975904,NA,0,0,NA,NA,NA,NA,NA,2.710843373,0,0.289156627,95.26506024,124.5060241,1912.289157,1.963855422,NA,0,NA,0,0,0,2.036144578,9.530120482,NA,0,15.01204819,0,3.819277108,NA,0.036144578,1.036144578,0,0,0,56.38554217,0,0,0,43.03797468,11.70886076,12.65822785,2.53164557,17.72151899,2019,-82.553,27.64
1,"s60",0.714285714,2.607142857,NA,0,3.357142857,0,0,0,2.285714286,5.821428571,NA,0,0,0,0,3.464285714,0.357142857,1.571428571,41.89285714,0.607142857,527.4642857,0.142857143,0,NA,NA,NA,0,0,0.285714286,5.607142857,0,12.78571429,85,0,0.321428571,0,0.035714286,10.39285714,0.178571429,0,0,38.21428571,0.035714286,0,0,0.316455696,0,7.278481013,9.17721519,16.4556962,2020,-82.1165,27.273
3,"s59",0,0,NA,0,3.892857143,0,0,0,0,4.464285714,NA,0,0,0,0,0.535714286,1.25,0,21.39285714,0.214285714,433.8214286,2.035714286,0,NA,NA,NA,0,0,3.571428571,26.46428571,0,0.821428571,70.57142857,0,0.821428571,0,0,0.214285714,0.178571429,0,0,19.28571429,0,0,0,0.641025641,0,3.525641026,6.730769231,32.37179487,2020,-82.23,27.287
5,"s58",1.170454545,1.761363636,NA,0,6.318181818,0.443181818,0.045454545,0,0.284090909,26.76136364,NA,0,0,0,0,0.920454545,6.806818182,3.602272727,89.48863636,0.397727273,2107.886364,2.136363636,1,NA,NA,NA,0,0,12.17045455,50.17045455,0,1.352272727,64.81818182,0,0.920454545,0,0.045454545,1.363636364,0.534090909,0.170454545,0,22.04545455,0.886363636,0.193181818,0.011363636,0.955414013,12.7388535,14.01273885,12.42038217,14.33121019,2020,-82.2435,27.3471
7,"s57",0.129411765,0.505882353,NA,0,2.835294118,0,0,0,0.070588235,3.576470588,NA,0,0,0,0,3.235294118,0.576470588,1.694117647,13.17647059,0.282352941,431.0823529,1.847058824,0.564705882,NA,NA,NA,0,0.058823529,0.294117647,4.647058824,0,0.964705882,42.83529412,0,1.011764706,0,0.011764706,0.741176471,0.011764706,0,0,22.72941176,0.423529412,0,0,0.318471338,1.910828025,5.732484076,5.414012739,14.01273885,2020,-82.158,27.35
10,"s53",0.142857143,0.25,NA,0,12.57142857,0,0.178571429,0,0.035714286,9.357142857,NA,0,0,0,0,0.892857143,0,0.5,24.5,0,104.1785714,0.607142857,0,NA,NA,NA,0,0.035714286,0.035714286,0.964285714,0,0,0.107142857,0,0.214285714,0,0,0.607142857,0.071428571,0.071428571,0,9.571428571,3.75,0,0,1.26984127,97.14285714,0,0.317460317,0,2020,-82.504,27.407
