"FID_","ID_final","Aedes.aegypti","Aedes.albopictus","Aedes.atropalpus","Aedes.dupreei","Aedes.infirmatus","Aedes.sollicitans","Aedes.taeniorhynchus","Aedes.tortilis","Aedes.triseriatus","Aedes.vexans.sensu.lato","Anopheles.albimanus","Anopheles.atropos","Anopheles.barberi","Anopheles.perplexens","Anopheles.punctipennis","Anopheles.quadrimaculatus","Coquillettidia.perturbans","Culex.coronator","Culex.erraticus","Culex.iolambdis","Culex.nigripalpus","Culex.quinquefasciatus","Culex.restuans","Culex.salinarius","Culex.tarsalis","Culex.territans","Culiseta.inornata","Culiseta.melanura","Mansonia.dyari","Mansonia.titillans","Orthopodomyia.alba","Psorophora.ciliata","Psorophora.columbiae","Psorophora.cyanescens","Psorophora.ferox","Psorophora.horrida","Psorophora.howardii","Uranotaenia.lowii","Uranotaenia.sapphirina","Wyeomyia.mitchellii","Wyeomyia.vanduzeei","Anopheles.crucians.complex2","Aedes.atlanticus.tormentor.morphological.group2","Aedes.mathesoni.complex2","Aedes.fulvus2","pland_1","pland_2","pland_13","pland_15","pland_16","year","Long_final","Lat_final"
12,"s54",0.142857143,0.25,NA,0,6.214285714,0,0.107142857,0,0.035714286,18.85714286,NA,0,0,0,0,0.714285714,0.035714286,1.25,11.57142857,0,273.8214286,0.25,0,NA,NA,NA,0.928571429,0,0.285714286,0.857142857,0,0.142857143,34.42857143,0,0.357142857,0,0,0.607142857,0.071428571,0,0,7.821428571,3.071428571,0,0,0,3.536977492,5.466237942,3.215434084,16.72025723,2020,-82.304,27.408
14,"s56",1.407407407,0.037037037,NA,0,3.925925926,0,0,0,0,30.25925926,NA,0,0,0,0,1.851851852,0,0.037037037,10.62962963,0,170.6666667,0.037037037,0.037037037,NA,NA,NA,0,0,0.111111111,3.222222222,0,1.592592593,37.66666667,0,0,0,0,0.62962963,0,0,0,8.148148148,0.111111111,0,0,0.638977636,1.916932907,7.348242812,8.626198083,15.33546326,2020,-82.2603,27.4081
16,"s55",0.053333333,0.106666667,NA,0,0.133333333,0,0.066666667,0,0,0.92,NA,0,0,0,0,0.066666667,0.026666667,0.013333333,1.626666667,0,25.14666667,0.08,0,NA,NA,NA,0,0,0.066666667,0.533333333,0,0.106666667,14.56,0,0.04,0,0.013333333,0.053333333,0,0,0,2.04,0.026666667,0,0,0,4.126984127,8.888888889,3.174603175,13.65079365,2020,-82.2876,27.4122
18,"s44",0,0.392857143,NA,0,2.392857143,0,0.857142857,0,0,0.607142857,NA,0,0,0.035714286,0,11.25,0.928571429,2.035714286,20.82142857,0,236.25,0,0,NA,NA,NA,0,0.857142857,0.535714286,6.928571429,0,0.035714286,2.321428571,0,0.678571429,0,0,0,0,0,0,16.25,0.035714286,0,0,2.848101266,61.07594937,0,3.797468354,5.063291139,2020,-82.4262,27.4195
20,"s47",0.25,0,NA,0,4.892857143,0,5.214285714,0,0,4.928571429,NA,0,0,0,0,10.82142857,4.392857143,1.642857143,183.75,0.857142857,143.4285714,0.25,0,NA,NA,NA,0,0,3.928571429,17.25,0,0,1,0,0.964285714,0,0,0,0,0,0,65.46428571,0.214285714,0,0,5.431309904,90.41533546,0,0.958466454,1.277955272,2020,-82.48,27.42
23,"s49",0.571428571,0.428571429,NA,0,2.142857143,0.035714286,0.607142857,0,0,1.392857143,NA,0,0,0,0,0.321428571,0.178571429,0.25,3.892857143,0,53.75,0.142857143,0,NA,NA,NA,0,0,0.535714286,1.214285714,0,0.178571429,3.964285714,0,0,0,0,0,0,0,0,4,0.428571429,0,0,0.634920635,96.50793651,0,0.634920635,0,2020,-82.525,27.427
26,"s40",0,0.107142857,NA,0,4.642857143,0.285714286,0.642857143,0,0,2.285714286,NA,0,0,0,0,2.857142857,0.214285714,0.25,6.571428571,0,142,0.928571429,0.107142857,NA,NA,NA,0,0.285714286,0.678571429,2.785714286,0,0.142857143,24.32142857,0,0,0,0.071428571,1.035714286,0,0,0,48.60714286,0.821428571,0,0,0,7.073954984,7.073954984,4.180064309,20.90032154,2020,-82.133,27.427
28,"s43",0.185185185,0.185185185,NA,0,0.296296296,0,0.037037037,0,0,0.518518519,NA,0,0,0,0,0.222222222,0,1.62962963,7.777777778,0,91.25925926,0.481481481,0,NA,NA,NA,0,0,0.481481481,0.925925926,0,0.148148148,2.777777778,0,0.777777778,0,0.037037037,0.407407407,0.259259259,0,0,11.18518519,0.333333333,0,0,1.607717042,22.18649518,9.003215434,2.893890675,13.50482315,2020,-82.3911,27.4358
31,"s46",0,1.071428571,NA,0,11.75,0,1.321428571,0,1.464285714,2.678571429,NA,0,0,0,0,3.035714286,0.678571429,4,10,0,171.3214286,0.035714286,0,NA,NA,NA,0,0,0.25,1.428571429,0,0.035714286,3.642857143,0,2.5,0,0.142857143,0,0,0,0,24.71428571,5.357142857,0,0,2.229299363,68.78980892,0,5.414012739,3.503184713,2020,-82.439,27.439
32,"s50",1.074074074,0.037037037,NA,0,0.666666667,0,0.222222222,0,0,0.518518519,NA,0.037037037,0,0,0,0.185185185,0,1.555555556,1.185185185,0,10.40740741,0.185185185,0,NA,NA,NA,0,0,0.037037037,0.703703704,0,0,0.148148148,0,0.074074074,0,0,0,0,0,0,1.111111111,0.296296296,0,0,1.587301587,97.46031746,0,0.317460317,0,2020,-82.5489,27.4394
34,"s45",0,0.642857143,NA,0,27.28571429,0,0.428571429,0,0.214285714,0.714285714,NA,0,0,0,0,3.678571429,0,2.5,37.28571429,0.142857143,219.5,0,0,NA,NA,NA,0,0.071428571,1.821428571,7.607142857,0,0,22.75,0,10.60714286,0,1,0,0.071428571,0,0,266.5357143,43.17857143,0,0,2.243589744,65.70512821,0,6.08974359,2.564102564,2020,-82.4358,27.4424
36,"s51",0.035714286,0,NA,0,162.0357143,1.071428571,39.25,0,0,2.892857143,NA,0,0,0,0,0.214285714,0,3,9.5,0,958.6785714,0.035714286,0,NA,NA,NA,0,0,0,2.214285714,0,0.071428571,0,0,61.92857143,0,5.464285714,0.678571429,0.142857143,0,0,101.1428571,7.785714286,0,0,12.17948718,81.08974359,0,0.641025641,2.243589744,2020,-82.6205,27.4472
38,"s48",0,0,NA,0,0.678571429,0,56.82142857,0,0,0.178571429,NA,0,0,0,0,0.392857143,0,1.928571429,36.32142857,0.071428571,87.75,0.107142857,0,NA,NA,NA,0,0,1,5.428571429,0,0,11.10714286,0,0,0,0,0.178571429,0,0,0,27.46428571,0.5,0,0,8.888888889,87.3015873,0,1.904761905,0.952380952,2020,-82.499,27.449
40,"s41",0.011627907,0.186046512,NA,0,5.302325581,0.360465116,0.081395349,0.011627907,0,57.48837209,NA,0,0,0,0,1.104651163,0.127906977,0.313953488,15.72093023,0.011627907,315.8837209,0.197674419,0.034883721,NA,NA,NA,0,0,0.174418605,3.197674419,0,0.162790698,71.20930233,0,0.279069767,0,0.023255814,0.290697674,0.058139535,0,0,5.418604651,1.23255814,0,0.104651163,8.917197452,4.140127389,29.61783439,2.547770701,12.10191083,2020,-82.304,27.464
42,"s52",11.5,0,NA,0,0.25,0.535714286,62.57142857,0,0.035714286,0.678571429,NA,0.035714286,0,0,0,0.5,0,0.071428571,0,0,12.39285714,0.035714286,0,NA,NA,NA,0,0,0,0.035714286,0,0,0.642857143,0,0,0,0,0,0,0,0,0.178571429,0.071428571,0,0,68.86792453,20.12578616,0,2.51572327,4.716981132,2020,-82.6843,27.4685
44,"s32",1.321428571,0.178571429,NA,0,5.678571429,0,4.071428571,0,0.035714286,1.464285714,NA,0,0,0,0,0.607142857,0,2.535714286,2.821428571,0,50.10714286,0.571428571,0,NA,NA,NA,0,0,0.035714286,0.107142857,0,0.071428571,0.785714286,0,1.464285714,0,0,0.035714286,0.035714286,0,0,5.785714286,1.535714286,0,0,5.063291139,93.67088608,0,0.316455696,0.632911392,2020,-82.524,27.47
46,"s39",0.539325843,0.056179775,NA,0,9.685393258,0.02247191,3.134831461,0,0,2.573033708,NA,0,0,0,0,7.471910112,0.471910112,1.97752809,79.69662921,0.101123596,620.4831461,2.359550562,0.033707865,NA,NA,NA,0,2.123595506,1.550561798,13.46067416,0,0.842696629,144.4719101,0,1.292134831,0,0.078651685,0.404494382,0.011235955,0,0,77.50561798,1.269662921,0,0.011235955,0.949367089,9.810126582,25.63291139,8.544303797,11.70886076,2020,-82.17,27.471
49,"s36",0,0.178571429,NA,0,0.357142857,0.107142857,0.714285714,0,0,37.57142857,NA,0,0,0,0,1.178571429,0.071428571,0.178571429,1.714285714,0,179,0.071428571,0,NA,NA,NA,0,0,0.357142857,2.25,0,0.5,50.60714286,0,0.714285714,0,0,0,0,0,0,6.25,0,0,1.464285714,17.94871795,3.525641026,21.79487179,2.243589744,10.25641026,2020,-82.324,27.475
50,"s30",8.185185185,0.185185185,NA,0,0.037037037,0,0.037037037,0,0,0.074074074,NA,0,0,0,0,0.037037037,0,0.148148148,0.185185185,0,1.740740741,0.074074074,0,NA,NA,NA,0,0,0,0,0,0.037037037,0,0,0,0,0,0.037037037,0,0,0,0.296296296,0,0,0,1.265822785,98.73417722,0,0,0,2020,-82.5513,27.4751
52,"s28",0.571428571,0,NA,0,0,0,28.42857143,0,0,0.071428571,NA,0,0,0,0,0.035714286,0.035714286,0.035714286,0.464285714,0,4.357142857,0,0,NA,NA,NA,0,0,0,0.035714286,0,0,0.035714286,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0.961538462,97.11538462,0,0.641025641,0.320512821,2020,-82.613,27.476
54,"s33",1.24,2.48,NA,0,17.84,0,1.28,0,0.44,3.24,NA,0,0,0,0,1.88,0.08,1.48,11.28,0.56,72.8,0.6,0,NA,NA,NA,0,0,1.84,1.76,0,0,4.36,0,8.4,0,0.16,1.4,0.04,0.16,0.12,8.76,1.4,0,0,8.064516129,85.16129032,0,0.967741935,1.290322581,2020,-82.4804,27.4813
56,"s34",0.071428571,0.107142857,NA,0,2.75,0,0.928571429,0,0,1.035714286,NA,0,0,0,0,3.785714286,0.178571429,1.107142857,3.464285714,0.071428571,75.5,0,0,NA,NA,NA,0,0,0.571428571,3.642857143,0,0.035714286,4.214285714,0,0.178571429,0,0,0.928571429,0.142857143,0,0,6.321428571,0.107142857,0,0,2.201257862,32.0754717,5.031446541,5.660377358,15.09433962,2020,-82.402,27.485
58,"s29",2.428571429,0,NA,0,0.035714286,0,1.607142857,0,0,0.464285714,NA,0,0,0,0,0,0,0,0,0,1.678571429,0,0,NA,NA,NA,0,0,0,0.071428571,0,0,0.035714286,0,0,0,0,0,0,0,0,0.107142857,0,0,0,18.61198738,81.07255521,0,0,0,2020,-82.592,27.489
60,"s35",0,0.043478261,NA,0,0.289855072,0,0.275362319,0,0,3.463768116,NA,0,0,0,0,0.057971014,0.304347826,1.811594203,2.956521739,0,81,0.637681159,0,NA,NA,NA,0,0.057971014,0.275362319,3.260869565,0,0.362318841,66.44927536,0,0,0,0,0.057971014,0,0,0,2.028985507,0.043478261,0,0,12.5,14.42307692,8.974358974,3.205128205,16.98717949,2020,-82.3617,27.4894
62,"s31",0.535714286,0.107142857,NA,0,0.285714286,0,6.607142857,0,0,0.392857143,NA,0,0,0,0,0.107142857,0,0.107142857,0.785714286,0,15.17857143,0.214285714,0,NA,NA,NA,0,0,0,0.107142857,0,0.035714286,0.107142857,0,0,0,0,0,0.035714286,0,0,0.642857143,0.035714286,0,0,27.35849057,71.3836478,0,0.314465409,0.628930818,2020,-82.534,27.49
64,"s37",0,0.011764706,NA,0,10.36470588,0,0.482352941,0,0,18.47058824,NA,0,0,0,0,9.129411765,5.8,1.552941176,29.45882353,0.294117647,937.4352941,2.658823529,0,NA,NA,NA,0,0,12.91764706,71.2,0,2.317647059,104.4235294,0,0.164705882,0,0,0,0,0,0,172.3294118,5.388235294,0,0,9.206349206,0.952380952,23.80952381,1.587301587,4.444444444,2020,-82.3103,27.4982
66,"s26",1.444444444,0,NA,0,4,0.444444444,194.1851852,0,0.111111111,2.703703704,NA,0.703703704,0,0,0,0.222222222,0,0,0.592592593,0.037037037,52.59259259,0,0,NA,NA,NA,0,0,0,0.037037037,0,0,3.814814815,0,0,0,0,0.333333333,0.037037037,0.037037037,0,2.296296296,0.222222222,0,0,35.57692308,48.07692308,0,0.320512821,12.17948718,2020,-82.6574,27.5031
68,"s27",0.142857143,0,NA,0,0.964285714,14.71428571,673.7142857,0,0.964285714,2.535714286,NA,31.89285714,4.75,0,0,6.892857143,0,0,4.464285714,16.17857143,181.4642857,0,0,NA,NA,NA,0,0,0,0.142857143,0,0,7.035714286,0,0,0,0,0,0,0,0,0.678571429,0,0,0,67.50788644,16.08832808,0,0.630914826,11.35646688,2020,-82.6835,27.5111
70,"s25",0,0.035714286,NA,0,1.321428571,0,6.392857143,0,0,0.178571429,NA,0,0,0,0,0.428571429,0,0.214285714,3.607142857,0.107142857,19.5,0,0,NA,NA,NA,0,0,0.25,1.25,0,0.678571429,42.60714286,0,0.035714286,0,0,0.035714286,0,0,0,5.285714286,0.142857143,0,0,9.935897436,30.12820513,6.41025641,10.25641026,15.38461538,2020,-82.432,27.513
71,"s23",0.892857143,0.464285714,NA,0,0.678571429,0,9.535714286,0,0,0.071428571,NA,0,0,0,0,0.714285714,0.142857143,2.714285714,6.571428571,0.071428571,35.21428571,0.428571429,0,NA,NA,NA,0,0,8.214285714,3.035714286,0,0,3,0,0,0,0.214285714,0.142857143,0,0,0,21.5,0.107142857,0,0,32.80757098,62.46056782,0,0.94637224,0,2020,-82.538,27.516
72,"s24",0,0.392857143,NA,0,5.785714286,0,151.4642857,0,0,1.892857143,NA,0.178571429,0,0,0,0.035714286,0,0.5,3.321428571,34.53571429,28.07142857,0,0,NA,NA,NA,0,0,0.75,3.178571429,0,0.142857143,4.892857143,0,0,0,0,0.357142857,0.25,0,0,13.5,0.035714286,0,0,27.70700637,37.2611465,0.636942675,8.598726115,8.598726115,2020,-82.468,27.5161
76,"s22",1.928571429,1.142857143,NA,0,16.92857143,0,30.28571429,0,1.142857143,0.5,NA,0,0,0.107142857,0,0.392857143,0,1.142857143,12.5,0,59.60714286,0.071428571,0,NA,NA,NA,0,0,7.321428571,4.178571429,0,0,0.214285714,0,3.392857143,0,0,0.071428571,0.071428571,0,0,9.535714286,2.571428571,0,0,31.64556962,64.87341772,0,0.949367089,0.316455696,2020,-82.5824,27.531
78,"s20",0.352272727,0.170454545,NA,0,0.738636364,0.022727273,86.71590909,0,0,0.443181818,NA,0.25,0,0,0,0.443181818,0,0.068181818,4.715909091,2.306818182,131.4204545,0.159090909,0,NA,NA,NA,0,0,1.340909091,10.57954545,0,0.011363636,8.840909091,0,0.170454545,0,0.056818182,0.352272727,0,0,0,2.545454545,0.068181818,0,0,71.11111111,20.31746032,0,0.317460317,6.666666667,2020,-82.6282,27.532
81,"s61",0.407407407,0,NA,0,0,0,0.333333333,0,0,0,NA,0,0,0,0,0.074074074,0,0.111111111,0.296296296,0,1.666666667,0.037037037,0,NA,NA,NA,0,0,0,0,0,0,0.407407407,0,0,0,0,0,0,0,0,0.222222222,0,0,0,4.761904762,89.20634921,0,1.587301587,0.317460317,2020,-82.5657,27.5333
84,"s19",0.642857143,0.071428571,NA,0,31.67857143,0,24.85714286,0,0.321428571,3.392857143,NA,0,0,0,0,1.678571429,1.285714286,8.678571429,21.28571429,0,422.8928571,0.964285714,0,NA,NA,NA,0,0,1.321428571,4.107142857,0,0.178571429,7,0,2.142857143,0,0.071428571,0.857142857,0.142857143,0.107142857,0,54.64285714,4.178571429,0,0,3.164556962,79.43037975,0,2.848101266,3.164556962,2020,-82.546,27.554
86,"s13",0,0,NA,0,9.357142857,0,5.607142857,0,0.142857143,1.071428571,NA,0,0,0,0,3.285714286,2,0.714285714,46.5,0,148.5714286,0,0,NA,NA,NA,0,0,11.35714286,7.75,0,0,1,0,20.42857143,0,0.107142857,3.428571429,3.857142857,0,0,40.14285714,0,0,0,2.236421725,43.45047923,8.626198083,4.47284345,22.36421725,2020,-82.4803,27.565
88,"s14",0.277108434,0.626506024,NA,0,3,0,1.144578313,0,0.024096386,0.120481928,NA,0,0,0,0,0.493975904,0.060240964,0.831325301,5.578313253,0,137.1204819,0.036144578,0,NA,NA,NA,0.024096386,0.819277108,0.493975904,0.409638554,0,0.096385542,17.25301205,0,0.795180723,0,0.012048193,0.313253012,0.036144578,0,0,5.963855422,0.542168675,0.012048193,0.012048193,0.317460317,26.34920635,23.49206349,2.857142857,14.28571429,2020,-82.425,27.565
90,"s10",2.444444444,0.148148148,NA,0,5.777777778,0.925925926,255.1851852,0,0.888888889,1.555555556,NA,1.37037037,0,0,0,0.333333333,0,0.222222222,3.444444444,2.481481481,77.59259259,0.259259259,0,NA,NA,NA,0,0,0,0.407407407,0,0,1.555555556,0.222222222,0.185185185,0,0.037037037,0.074074074,0,0,0,2.555555556,1.888888889,0,0,57.6433121,7.961783439,0.636942675,1.910828025,19.74522293,2020,-82.5932,27.5695
92,"s17",0.296296296,0.259259259,NA,0,3.37037037,0,0,0,0,1.925925926,NA,0,0,0,0.037037037,1.074074074,3.888888889,0.074074074,38.51851852,0,434.7777778,0.185185185,0,NA,NA,NA,0,0.185185185,2.407407407,9.962962963,0,0.925925926,73.37037037,0,1.333333333,0,0.074074074,0.037037037,0.074074074,0,0,11.40740741,10.25925926,0,0,0.320512821,0.320512821,18.58974359,4.807692308,21.15384615,2020,-82.1378,27.5709
94,"s11",0.857142857,0.285714286,NA,0,6.678571429,0,20.85714286,0,0.071428571,0.642857143,NA,0,0,0,0,1.5,0,1.857142857,5.071428571,0,704.6428571,0.071428571,0,NA,NA,NA,0,0,0.607142857,0.607142857,0,0,5.25,0,4.821428571,0,0,0.714285714,0,0,0,9.214285714,1.892857143,0,0,3.215434084,44.69453376,6.109324759,4.501607717,23.47266881,2020,-82.504,27.574
96,"s15",1.290697674,1.918604651,NA,0.011627907,33.23255814,0.081395349,4.523255814,0,0.23255814,1.337209302,NA,0.046511628,0,0,0,3.139534884,1.523255814,1.186046512,46.08139535,0.093023256,372.8953488,0.162790698,0,NA,NA,NA,0,1.406976744,1.593023256,2.790697674,0.406976744,0.162790698,13,0,31.56976744,0,0.418604651,17.74418605,3.790697674,0,0,78.88372093,11.40697674,0,0.395348837,0,15.60509554,26.11464968,4.140127389,19.42675159,2020,-82.42,27.575
98,"s16",0.071428571,0,NA,0,7.035714286,0,1.928571429,0,0,4.571428571,NA,0,0,0,0,5.107142857,0.071428571,0.142857143,5.321428571,0.035714286,180.9285714,0,0,NA,NA,NA,0,0,0,0.321428571,0,0.785714286,32.53571429,0,0.5,0,0.035714286,0.214285714,0.142857143,0,0,13.67857143,1.607142857,0,0,0,0,21.58730159,4.126984127,16.50793651,2020,-82.3548,27.5776
99,"s12",0,0.070588235,NA,0,7.211764706,0,64.62352941,0,0,4.164705882,NA,0,0,0,0,0.717647059,17.09411765,5.094117647,39.75294118,0.141176471,650.1176471,0.635294118,0,NA,NA,NA,0,0.223529412,15.36470588,27.89411765,0,0.129411765,74.51764706,0,1.905882353,0,0.082352941,0.717647059,0.611764706,0,0,61.87058824,0,0,0.164705882,3.797468354,31.32911392,20.25316456,4.113924051,24.05063291,2020,-82.484,27.578
102,"s9",0.141176471,0,NA,0,1.458823529,0,339.7058824,0,0,0.635294118,NA,0,0,0,0,4.247058824,0.541176471,0.635294118,38.77647059,0.152941176,354.3647059,0.011764706,0,NA,NA,NA,0,0,0.529411765,1.105882353,0,0.035294118,15.57647059,0,0.270588235,0,0.011764706,0.494117647,0.2,0,0,28.92941176,0.270588235,0,0,15.09433962,35.8490566,4.716981132,1.257861635,25.1572327,2020,-82.548,27.5909
106,"s8",0.011904762,0.035714286,NA,0,0.083333333,0.035714286,269.1666667,0,0,0.392857143,NA,0.071428571,0,0,0,3.130952381,0.107142857,0.107142857,10.57142857,0.071428571,382.6666667,0.095238095,0,NA,NA,NA,0,0,1.630952381,9.333333333,0,0.726190476,44.60714286,0,0.833333333,0,0.011904762,0.023809524,0,0,0,10.27380952,0.154761905,0,0,9.17721519,46.83544304,9.810126582,0.316455696,18.98734177,2020,-82.536,27.603
107,"s5",0,0.107142857,NA,0,18.82142857,0,0,0,0,0.357142857,NA,2.357142857,0,0,0,9.928571429,9.142857143,0,168.5714286,0,610.0714286,0,0,NA,NA,NA,0,0,7.392857143,100.8214286,0,12.82142857,259.2142857,0,0.964285714,0,0.214285714,5.464285714,0.178571429,0,0,267.3571429,17.67857143,0,0.035714286,0.316455696,1.582278481,21.51898734,12.65822785,11.07594937,2020,-82.098,27.603
110,"s6",0,0,NA,0,415.1785714,0,0,0,1.571428571,97.75,NA,0,0,0,0,6.642857143,32.67857143,0,472.7142857,0,2707.785714,0,0,NA,NA,NA,0,0,124.8571429,459.1071429,0,24.17857143,588.1785714,0,0,0,0.892857143,0,0,0,0,1083.857143,174.6071429,0,0.214285714,0,0,19.24290221,5.678233438,20.82018927,2020,-82.124,27.613
113,"s2",1.654761905,2.345238095,NA,0,4.892857143,0,565.4761905,0,0,0.619047619,NA,0.035714286,0,0,0,8.511904762,0.869047619,0.107142857,64.71428571,0.523809524,1327.309524,0.333333333,0,NA,NA,NA,0,0,43.41666667,54.63095238,0,1.630952381,92.28571429,0,1.178571429,0,1.642857143,10.63095238,0.357142857,0,0,28.28571429,0.702380952,0.178571429,0,11.11111111,35.55555556,17.14285714,1.904761905,17.77777778,2020,-82.535,27.616
115,"s3",0,2.813559322,NA,0.050847458,16.76271186,0,570.1694915,0,0,7.13559322,NA,0.016949153,0,0,0,13.91525424,2.440677966,0,191.0508475,1.186440678,1689.745763,0,0,NA,NA,NA,0,0,7.13559322,27.57627119,0,3.322033898,1269.288136,0,2.288135593,0.016949153,0.237288136,25.88135593,3.423728814,0,0,401.8135593,3.627118644,0,0.220338983,0.949367089,26.58227848,24.6835443,3.797468354,8.544303797,2020,-82.497,27.628
117,"s4",0,0,NA,0,4.392857143,0,76.10714286,0,0.071428571,5.785714286,NA,0.107142857,0,0,0,0.142857143,0,0.392857143,38.85714286,0,146.1785714,0.214285714,0,NA,NA,NA,0,0,0,2.75,0,2.035714286,33.14285714,0,0,0,0.035714286,0.357142857,0,0,0,5.035714286,0,0,0,0.320512821,10.8974359,21.47435897,4.487179487,11.21794872,2020,-82.417,27.639
120,"s1",0,0.112359551,NA,0,2.078651685,0,556.2022472,0.112359551,0,0,NA,1.853932584,0,0,0,3.04494382,0.325842697,0.460674157,77.07865169,105.9775281,1663.752809,0,0,NA,NA,NA,0,0,0.617977528,10.35955056,0,0.04494382,20.15730337,0,0.06741573,0,0.011235955,2.483146067,0.786516854,0,0,113.7303371,0.056179775,0,0,43.03797468,12.97468354,11.39240506,2.53164557,17.72151899,2020,-82.553,27.64
